actionAcceptedList0;actionAcceptedList1;actionAcceptedList2;actionAcceptedList3;[step];averageWaitingAction1;averageWaitingAction2;averageWaitingAction3;totalwaitingtime
2;12;23;123;486;15,333333333333334;9,416666666666666;18,555555555555557;14,435185185185185
12;123;123;3;485;9,953020134228188;15,52;17,833333333333332;14,43545115585384
23;123;23;1;488;17,46153846153846;10,68;15,166666666666666;14,436068376068375
3;1;2;123;487;16,21232876712329;15,096774193548388;12;14,436367653557227
123;1;13;12;485;6,137931034482759;18,17241379310345;19;14,436781609195402
12;123;12;13;485;7,344827586206897;10,966666666666667;25;14,437164750957855
13;123;123;23;488;6,771812080536913;15,45;21,09090909090909;14,437573723815333
13;23;12;3;503;14,953947368421053;12,363636363636363;16;14,439194577352472
123;123;1;13;502;7,330882352941177;18,542857142857144;17,444444444444443;14,439394646747587
12;23;13;2;485;15,10135135135135;12,551724137931034;15,666666666666666;14,439914051983017
3;2;12;13;486;14,02112676056338;10,870967741935484;18,428571428571427;14,440221977023432
123;2;1;13;486;8,020689655172413;13,3;22;14,440229885057471
123;1;123;13;486;7,273972602739726;12,448275862068966;23,6;14,440749488269566
123;23;123;13;495;6,9655172413793105;12,642857142857142;23,714285714285715;14,440886699507388
23;12;23;1;495;13,75177304964539;10,571428571428571;19;14,441067207024654
123;12;123;1;486;6,292517006802721;12,03448275862069;25;14,442333255141136
12;3;23;123;489;16,263513513513512;12,23076923076923;14,833333333333334;14,442538692538692
12;3;12;13;487;8,896774193548387;19,434782608695652;15;14,443852267414679
123;23;23;123;486;13,591836734693878;11,24;18,5;14,443945578231293
3;23;1;123;485;12,829931972789115;16,304347826086957;14,2;14,44475993295869
123;12;123;1;485;7,079136690647482;12,756756756756756;23,5;14,445297815801412
13;13;2;123;494;9,778571428571428;14,10344827586207;19,454545454545453;14,44552171965965
123;13;3;123;487;8,63013698630137;12,851851851851851;21,857142857142858;14,446377231765359
23;123;12;13;487;6,5256410256410255;12,529411764705882;24,285714285714285;14,446922358687063
23;123;123;3;487;18,47586206896552;10,74074074074074;14,125;14,447200936568754
13;1;123;12;486;5,489510489510489;20,566666666666666;17,285714285714285;14,447297147297148
123;1;12;13;487;6,413793103448276;15,357142857142858;21,571428571428573;14,447454844006566
2;12;123;13;494;7,712121212121212;11,631578947368421;24;14,44790005316321
13;12;13;23;487;6,034246575342466;16,310344827586206;21;14,448197134309558
2;12;13;123;487;10,318471337579618;11,526315789473685;21,5;14,448262375684434
123;12;3;12;485;9,848275862068965;12,5;21;14,449425287356322
12;13;3;123;490;9,211920529801324;15,736842105263158;18,4;14,449587545021494
3;123;123;123;487;9,413793103448276;14,9375;19;14,45043103448276
2;13;123;123;486;10,211678832116789;10,242424242424242;22,9;14,451367691513676
13;123;23;123;487;6,888888888888889;11,217391304347826;25,25;14,452093397745571
23;13;2;123;486;13,047297297297296;9,409090909090908;20,9;14,452129402129401
123;23;13;2;486;14,172185430463577;10,192307692307692;19;14,454831040923755
3;12;12;123;496;10,23611111111111;16,466666666666665;16,666666666666668;14,45648148148148
123;123;23;123;493;6,910958904109589;11,88888888888889;24,571428571428573;14,457092121475682
123;123;123;12;485;7,462068965517242;13,826086956521738;22,083333333333332;14,457163085124103
123;13;2;12;487;8,931506849315069;10,692307692307692;23,75;14,457938180540921
123;12;1;23;486;8,125;15,25;20;14,458333333333334
123;123;3;23;486;17,07741935483871;11,3;15;14,459139784946236
12;23;1;123;487;7,449664429530201;12,304347826086957;23,625;14,459670751872386
23;13;13;23;487;17,736842105263158;10,421052631578947;15,222222222222221;14,460038986354775
123;123;23;123;486;7,506849315068493;16,275862068965516;19,6;14,460903794678003
123;2;3;1;487;17,238709677419354;12,8125;13,333333333333334;14,461514336917562
2;13;123;1;489;6,825503355704698;12,416666666666666;24,142857142857142;14,461675721742836
123;23;23;1;494;17,176470588235293;10,409090909090908;15,8;14,461853832442069
123;12;23;3;486;15,376811594202898;11,121212121212121;16,88888888888889;14,462304201434636
123;13;123;1;487;5,506666666666667;19,157894736842106;18,727272727272727;14,4639447102605
1;1;23;23;494;15,033333333333333;10,16;18,2;14,464444444444444
1;2;123;123;485;7,933333333333334;11,238095238095237;24,22222222222222;14,464550264550263
3;1;12;23;486;15,856209150326798;17,04;10,5;14,465403050108932
123;13;23;1;487;8,2;13,055555555555555;22,142857142857142;14,466137566137567
123;12;1;23;485;6,9655172413793105;13,833333333333334;22,6;14,466283524904215
2;1;13;23;490;14,84;9,36;19,2;14,466666666666667
13;3;12;2;486;11,052631578947368;13,681818181818182;18,666666666666668;14,467038809144071
123;123;1;12;485;7,453237410071942;17,28125;18,666666666666668;14,467051358912869
12;13;13;2;498;11,453333333333333;9,95;22;14,467777777777778
2;13;13;123;487;7,082758620689655;15,655172413793103;20,666666666666668;14,468199233716476
13;1;23;12;487;6,971223021582734;13,63888888888889;22,8;14,470037303490543
13;123;1;23;486;6,678321678321678;19,9375;16,8;14,47194055944056
1;12;23;123;485;7,921428571428572;17,11111111111111;18,384615384615383;14,472385022385021
12;3;12;123;502;9,712328767123287;15,04;18,666666666666668;14,472998477929986
123;123;23;2;488;16,583333333333332;9,464285714285714;17,375;14,474206349206348
12;23;13;13;485;6,404109589041096;15,76923076923077;21,25;14,474446786090622
23;13;2;13;485;17,47887323943662;9,516129032258064;16,428571428571427;14,47452456675537
1;123;123;123;486;8,057142857142857;14,966666666666667;20,4;14,474603174603175
12;23;123;12;487;6,863945578231292;11,310344827586206;25,25;14,474763468605834
123;12;12;123;486;6,057553956834532;13,242424242424242;24,125;14,474992733086259
123;12;13;123;494;9,8125;15,758620689655173;17,857142857142858;14,476087848932679
2;13;123;123;485;9,9;12,40625;21,125;14,477083333333333
123;1;2;123;498;7,190140845070423;15,866666666666667;20,375;14,47726917057903
23;13;12;23;486;13,755244755244755;11,777777777777779;17,9;14,477674177674176
123;3;23;1;494;14,115646258503402;12,928571428571429;16,4;14,481405895691609
23;123;123;123;487;9,626666666666667;13,318181818181818;20,5;14,481616161616161
123;23;13;1;487;7,409395973154362;18,035714285714285;18;14,481703419622882
12;123;123;23;491;10,686666666666667;14,636363636363637;18,125;14,48267676767677
23;23;123;13;486;13,225352112676056;12,225806451612904;18;14,483719521429654
123;23;23;1;485;11,44055944055944;14,678571428571429;17,333333333333332;14,484154734154734
13;23;123;12;487;8,635135135135135;12,821428571428571;22;14,485521235521235
12;123;3;2;489;14,972602739726028;17,321428571428573;11,166666666666666;14,48689932594042
12;13;23;1;486;5,865248226950355;11,096774193548388;26,5;14,487340806832913
123;23;23;13;487;12,986842105263158;10,333333333333334;20,142857142857142;14,487677527151211
2;3;123;123;487;15,6;12,74074074074074;15,125;14,48858024691358
23;1;3;12;486;16,34722222222222;11,923076923076923;15,2;14,490099715099715
123;1;13;2;486;6,513333333333334;11,291666666666666;25,666666666666668;14,490555555555554
3;12;123;123;485;10,263513513513514;16,958333333333332;16,25;14,490615615615615
23;3;12;123;485;15,36111111111111;11;17,11111111111111;14,49074074074074
2;13;123;2;485;17,868965517241378;9,9375;15,666666666666666;14,49104406130268
13;123;12;2;486;8,907284768211921;15,9;18,666666666666668;14,49131714495953
123;1;12;23;486;6,538461538461538;13,068965517241379;23,875;14,49414235190097
13;23;3;12;487;15,21656050955414;12,666666666666666;15,6;14,494409058740269
12;23;2;123;487;15,816901408450704;9,666666666666666;18;14,49452269170579
13;12;123;2;487;8,645833333333334;14,464285714285714;20,375;14,495039682539684
1;12;123;13;507;6,328571428571428;13,935483870967742;23,22222222222222;14,495425840587131
12;13;2;13;485;7,292857142857143;18,193548387096776;18;14,49546850998464
13;123;23;1;493;7,739130434782608;18,5;17,25;14,496376811594203
3;123;23;1;505;14,290780141843971;12;17,2;14,49692671394799
23;23;13;1;485;15,51592356687898;10,777777777777779;17,2;14,49790044821892
2;13;12;13;487;8,36111111111111;11,966666666666667;23,166666666666668;14,498148148148147
123;12;12;3;487;7,743243243243243;12,294117647058824;23,466666666666665;14,50134251898958
23;123;3;123;486;17,119205298013245;10,818181818181818;15,571428571428571;14,50293856254121
12;13;123;123;490;6,732876712328767;12;24,77777777777778;14,503551496702181
23;12;13;13;494;7,386666666666667;16,238095238095237;19,88888888888889;14,504550264550266
123;3;123;1;486;8,593333333333334;13,782608695652174;21,142857142857142;14,506266390614215
12;13;3;12;487;10,574468085106384;18,147058823529413;14,8;14,507175636211931
12;23;3;12;485;11,393333333333333;12,130434782608695;20;14,507922705314009
1;23;123;123;485;7,386206896551724;14,64;21,5;14,508735632183908
1;12;23;13;487;6,138888888888889;16,103448275862068;21,285714285714285;14,509350483488413
13;23;123;23;485;10,746478873239436;12,35483870967742;20,428571428571427;14,509963003829426
12;3;123;123;486;8,873239436619718;15,033333333333333;19,625;14,510524256651017
23;13;12;1;487;6,738255033557047;14,96;21,833333333333332;14,510529455630126
13;123;12;1;485;6,940789473684211;14,590909090909092;22;14,510566188197766
2;23;123;12;485;16,679738562091504;7,454545454545454;19,4;14,511428005545653
23;23;13;123;487;15,485915492957746;12,3;15,75;14,511971830985916
123;23;1;23;486;10,779310344827586;12,758620689655173;20;14,51264367816092
123;1;123;12;485;7,1824324324324325;12,555555555555555;23,8;14,512662662662663
123;12;1;3;486;10,462068965517242;16,413793103448278;16,666666666666668;14,514176245210729
13;1;12;123;487;5,8133333333333335;16,23076923076923;21,5;14,514700854700854
123;23;13;1;485;6,6158940397351;16,428571428571427;20,5;14,514821822768843
12;123;23;1;485;6,563758389261745;14,380952380952381;22,6;14,514903590071375
13;12;13;123;486;8,787671232876713;17,304347826086957;17,454545454545453;14,515521504503042
13;23;2;1;485;10,65986394557823;14,08695652173913;18,8;14,51560682243912
1;23;1;123;487;6,2727272727272725;13,275862068965518;24;14,51619644723093
12;23;3;1;486;12,097902097902098;17,82758620689655;13,625;14,516829434932882
12;12;13;123;485;7,848920863309353;15,066666666666666;20,636363636363637;14,517317055446552
13;23;1;23;487;16,073825503355703;11,478260869565217;16;14,517362124306972
2;123;13;12;485;9,135135135135135;11,56;22,857142857142858;14,517425997425997
23;123;23;123;485;11,95973154362416;8,592592592592593;23;14,517441378738917
123;12;23;23;485;14,401360544217686;10,28;18,875;14,51878684807256
123;13;123;23;487;7,191489361702128;11,7;24,666666666666668;14,5193853427896
13;2;23;12;496;14,72549019607843;11,333333333333334;17,5;14,519607843137257
123;23;1;2;495;13,726666666666667;12,666666666666666;17,166666666666668;14,520000000000001
3;13;12;2;486;16,523489932885905;14,038461538461538;13;14,520650490449148
13;123;12;3;487;8,115646258503402;15,448275862068966;20;14,521307373524124
1;123;13;2;487;6,401408450704225;14,451612903225806;22,714285714285715;14,522435689405249
12;23;13;23;487;10,935483870967742;14,777777777777779;17,857142857142858;14,523468168629458
123;1;123;123;487;8,149253731343284;14,088235294117647;21,333333333333332;14,52360745293142
2;123;123;3;487;15,172185430463577;11;17,4;14,524061810154526
23;123;123;123;485;8,489795918367347;12,653846153846153;22,428571428571427;14,524071166928309
12;2;23;13;487;13,54054054054054;9,95;20,083333333333332;14,524624624624623
12;123;13;13;485;7,103448275862069;11,529411764705882;24,944444444444443;14,525768161670797
13;1;123;123;486;7,778523489932886;14,173913043478262;21,625;14,525812177803715
12;23;1;23;485;9,751677852348994;17,428571428571427;16,4;14,526749760306807
23;12;13;23;486;14,714285714285714;10,7;18,166666666666668;14,526984126984127
12;13;2;123;485;10,58108108108108;9,375;23,625;14,527027027027026
123;123;1;12;492;7,802721088435374;12,178571428571429;23,6;14,527097505668934
23;23;123;1;486;12,056737588652481;10,777777777777779;20,75;14,528171788810086
23;23;12;13;487;12,457142857142857;10,794117647058824;20,333333333333332;14,528197945845003
12;3;1;123;487;12,158620689655173;12,931034482758621;18,5;14,529885057471263
123;12;3;23;485;17,17105263157895;12,3;14,125;14,53201754385965
123;3;123;123;486;10,41891891891892;13,777777777777779;19,4;14,532232232232232
123;123;3;23;486;12,597222222222221;16,5;14,5;14,532407407407407
23;12;1;123;487;8,883211678832117;13,71875;21;14,533987226277373
123;13;3;12;487;12,178807947019868;15,625;15,8;14,534602649006624
12;3;123;123;487;10,363636363636363;20,1;13,142857142857142;14,535497835497836
1;123;123;13;487;6,568493150684931;15,6;21,444444444444443;14,537645865043125
13;13;23;12;487;6,708609271523179;13,708333333333334;23,2;14,538980868285504
23;12;1;23;486;11,402777777777779;12,76;19,454545454545453;14,539107744107744
3;123;13;12;485;9,331034482758621;15,620689655172415;18,666666666666668;14,53946360153257
12;23;23;123;487;9,257352941176471;12,36111111111111;22;14,539488017429193
2;13;123;1;486;11,458333333333334;15,285714285714286;16,875;14,53968253968254
123;23;12;1;492;7,193333333333333;16,095238095238095;20,333333333333332;14,54063492063492
1;23;2;123;486;18,789473684210527;9,434782608695652;15,4;14,54141876430206
123;13;12;12;496;7,475862068965517;13,482758620689655;22,666666666666668;14,541762452107278
13;12;23;23;488;15,157142857142857;10,472222222222221;18;14,543121693121693
2;3;12;13;485;17,06122448979592;10,458333333333334;16,11111111111111;14,543556311413454
13;2;1;123;491;9,087591240875913;15,545454545454545;19;14,544348595443486
23;3;13;123;486;17,235294117647058;10;16,4;14,545098039215686
2;13;13;123;487;7,398601398601398;14,741935483870968;21,5;14,54684562749079
12;12;123;13;492;6,111888111888112;12,53125;25;14,547712703962704
23;1;123;13;495;6,408163265306122;18,807692307692307;18,428571428571427;14,548142333856617
123;12;123;1;485;6,534722222222222;10,666666666666666;26,444444444444443;14,548611111111109
123;123;23;123;485;8,786764705882353;13,432432432432432;21,428571428571427;14,54925618896207
23;12;12;123;488;9,607843137254902;10,9;23,142857142857142;14,550233426704017
123;1;13;23;487;7,161971830985915;16,866666666666667;19,625;14,55121283255086
3;12;123;12;489;11,492753623188406;17,91176470588235;14,25;14,551506109690251
123;12;123;13;486;9,021897810218977;12,970588235294118;21,666666666666668;14,553050904059921
123;13;1;12;485;8,577181208053691;14,45;20,636363636363637;14,55451494813911
23;23;12;1;487;12,485507246376812;13,515151515151516;17,666666666666668;14,555775142731667
23;13;23;123;485;12,256944444444445;14,413793103448276;17;14,55691251596424
3;2;123;13;487;15,460992907801419;19,41176470588235;8,8;14,557585871227923
123;123;23;23;485;13,554794520547945;11,391304347826088;18,727272727272727;14,557790531882253
12;3;23;13;487;13,123287671232877;14,551724137931034;16;14,558337269721305
3;23;13;123;486;16,63888888888889;12,038461538461538;15;14,559116809116809
123;123;123;1;491;6,363013698630137;12,88;24,444444444444443;14,562486047691527
23;23;12;123;493;15,54861111111111;11,741935483870968;16,4;14,563515531660693
23;12;13;2;487;14,569343065693431;11,125;18;14,56478102189781
3;12;12;13;487;11,5625;15,8;16,333333333333332;14,565277777777778
123;123;123;123;485;8,125;14,48;21,09090909090909;14,56530303030303
23;123;13;1;485;8,125;14,571428571428571;21;14,56547619047619
1;123;123;2;492;7,357142857142857;13,34375;23;14,566964285714286
123;13;13;12;487;5,701388888888889;14,5;23,5;14,567129629629628
2;3;123;12;490;18,344594594594593;12,857142857142858;12,5;14,567245817245817
23;13;13;123;486;7,9489051094890515;16,61111111111111;19,142857142857142;14,567624454485767
23;23;12;12;486;12,73793103448276;11,166666666666666;19,8;14,568199233716475
123;23;12;12;487;9,394366197183098;12,714285714285714;21,6;14,56955063715627
1;123;2;3;485;13,4421768707483;15,6;14,666666666666666;14,569614512471654
12;13;23;23;486;15,286666666666667;12,423076923076923;16;14,569914529914529
1;2;13;123;487;7,606896551724138;15,35483870967742;20,75;14,570578420467186
23;1;1;23;487;10,72972972972973;12,185185185185185;20,8;14,571638304971637
123;123;13;3;485;11,527397260273972;17,333333333333332;14,857142857142858;14,572624483583388
23;13;123;12;487;8,170212765957446;16,40625;19,142857142857142;14,573106636271527
13;123;12;3;486;8,321917808219178;21,4;14;14,573972602739724
13;2;13;123;487;9,825174825174825;11,826086956521738;22,071428571428573;14,574230117708376
23;12;23;13;485;14,425675675675675;11,55;17,75;14,575225225225225
1;2;123;123;485;7,793103448275862;12,333333333333334;23,6;14,575478927203065
123;1;23;13;486;5,624113475177305;14,53125;23,571428571428573;14,575597348868627
1;13;12;123;487;6,00709219858156;13,4375;24,285714285714285;14,576768828098615
23;1;1;23;486;12,880794701986755;12,6;18,25;14,576931567328918
123;123;3;1;495;8,496402877697841;17,125;18,11111111111111;14,577504662936315
2;1;13;123;492;8,00709219858156;14,06060606060606;21,666666666666668;14,578121641951432
23;13;2;123;486;16,556291390728475;9,846153846153847;17,333333333333332;14,578592856738553
12;13;1;23;495;6,381944444444445;13,931034482758621;23,428571428571427;14,580516785258164
12;23;23;1;486;11,75974025974026;12,15;19,833333333333332;14,58102453102453
13;23;12;123;487;6,374100719424461;13;24,375;14,583033573141487
13;12;123;1;488;6,979020979020979;15,275862068965518;21,5;14,584961015995498
12;1;23;13;487;6,301470588235294;13,818181818181818;23,636363636363637;14,585338680926917
13;23;2;12;486;15,756756756756756;11;17;14,585585585585585
13;1;23;123;486;6,267515923566879;15,823529411764707;21,666666666666668;14,585904000666085
3;13;123;123;495;10,42361111111111;18,714285714285715;14,625;14,587632275132274
1;23;13;123;487;6,469798657718121;17,79310344827586;19,5;14,587634035331327
13;123;12;123;486;7,45925925925926;15,054054054054054;21,25;14,587771104437772
12;123;123;13;494;6,5036496350364965;12,705882352941176;24,555555555555557;14,588362514511076
13;1;123;123;485;7,753521126760563;16,714285714285715;19,3;14,589268947015427
123;12;123;12;487;5,256578947368421;10,181818181818182;28,333333333333332;14,590576820839978
1;23;123;1;485;5,105960264900662;16,666666666666668;22;14,590875643855776
13;23;12;23;487;13,889655172413793;12,25925925925926;17,625;14,591304810557682
3;13;12;12;489;8,814569536423841;14,818181818181818;20,142857142857142;14,591869499154265
23;12;23;12;485;16,93288590604027;9,142857142857142;17,7;14,59191434963247
13;123;3;12;487;10,375838926174497;16,4;17;14,59194630872483
12;3;123;123;487;10,60431654676259;15,424242424242424;17,75;14,592852990335004
23;12;23;1;487;13,278571428571428;12,125;18,375;14,592857142857142
1;23;12;23;485;15,751633986928105;11,227272727272727;16,8;14,59296890473361
12;13;23;12;486;7,427586206896552;14,434782608695652;21,916666666666668;14,593011827419625
13;123;1;12;487;7,640287769784172;18,866666666666667;17,272727272727273;14,593227236392705
3;13;23;123;487;13,803921568627452;14,55;15,428571428571429;14,594164332399627
23;13;13;123;487;9,068493150684931;12,214285714285714;22,5;14,594259621656882
23;123;13;12;486;8,089655172413794;15,193548387096774;20,5;14,594401186503523
1;3;123;2;495;16,31788079470199;14,666666666666666;12,8;14,594849153789553
3;1;2;123;487;14,860927152317881;11,15;17,77777777777778;14,596234976698554
123;13;3;12;486;9,869565217391305;16,363636363636363;17,555555555555557;14,596252378861076
12;23;13;1;487;6,73758865248227;18,142857142857142;18,90909090909091;14,596512234810106
123;1;123;13;486;6,375838926174497;15,416666666666666;22;14,597501864280389
2;13;123;1;486;9,697368421052632;9,80952380952381;24,285714285714285;14,597535505430242
123;23;123;13;487;9,5;13,392857142857142;20,9;14,597619047619048
23;12;123;3;489;14,888157894736842;12,476190476190476;16,428571428571427;14,59763993316625
123;2;123;123;486;10,085714285714285;13,714285714285714;20;14,6
123;1;1;123;487;5,347222222222222;16,310344827586206;22,142857142857142;14,600141397555191
12;2;23;123;494;14,904109589041095;11,12;17,77777777777778;14,600629122272958
23;123;3;123;487;16,954248366013072;10,347826086956522;16,5;14,600691484323198
123;12;2;23;485;14,165562913907285;11,64;18;14,601854304635763
1;23;2;123;493;13,281879194630873;8,636363636363637;21,88888888888889;14,602377239961134
1;13;123;123;487;6,486111111111111;16,071428571428573;21,25;14,602513227513228
23;123;12;3;487;16,413793103448278;12,478260869565217;14,916666666666666;14,602906879893387
3;123;12;1;493;8,901960784313726;18,05;16,857142857142858;14,603034547152197
1;123;123;13;489;5,935897435897436;16,473684210526315;21,4;14,60319388214125
123;23;123;2;487;12,297872340425531;12,413793103448276;19,1;14,60388848129127
12;13;12;13;485;9,742857142857142;16,571428571428573;17,5;14,604761904761906
13;123;3;23;486;9;12,703703703703704;22,11111111111111;14,604938271604937
123;1;23;1;487;6,244897959183674;17,238095238095237;20,333333333333332;14,605442176870747
13;23;1;123;487;8,534722222222221;17,035714285714285;18,25;14,60681216931217
3;123;23;12;491;13,394557823129253;21,25925925925926;9,166666666666666;14,606827916351726
23;12;23;13;487;11,382978723404255;14,137931034482758;18,3;14,60696991929567
13;123;12;1;485;8;11,423076923076923;24,4;14,607692307692309
13;23;13;2;485;11,825503355704697;13;19;14,608501118568233
13;123;13;2;490;9,476510067114093;11,851851851851851;22,5;14,609453972988648
123;13;123;1;487;7,746268656716418;15,545454545454545;20,53846153846154;14,610061580210834
13;2;1;123;485;7,892857142857143;13,0625;22,875;14,610119047619046
12;1;123;23;488;6,453947368421052;14,545454545454545;22,833333333333332;14,610911749069643
23;12;23;13;503;16,78014184397163;11,833333333333334;15,222222222222221;14,611899133175728
12;3;1;23;492;14,130718954248366;15,909090909090908;13,8;14,613269954446423
13;123;3;2;485;14,912751677852349;13,428571428571429;15,5;14,613774368807926
2;23;13;12;485;19,11111111111111;9,733333333333333;15;14,614814814814814
13;123;23;12;486;8,86013986013986;15,185185185185185;19,8;14,61510834844168
3;13;12;123;489;10,489655172413793;15,481481481481481;17,875;14,615378884631758
2;123;13;13;487;10,424657534246576;8,851851851851851;24,571428571428573;14,615979319175665
23;123;23;13;490;14,979865771812081;11,535714285714286;17,333333333333332;14,6163044636199
23;12;13;12;487;8,028776978417266;14,696969696969697;21,125;14,616915558462322
23;123;123;1;488;7,3933333333333335;13,173913043478262;23,285714285714285;14,617653554175293
1;2;13;123;485;7,551470588235294;18,102564102564102;18,2;14,618011563599799
12;13;23;123;487;6,337662337662338;12,85;24,666666666666668;14,618109668109668
123;13;23;1;487;7,944055944055944;16,11111111111111;19,8;14,618389018389019
12;3;23;1;489;13,736486486486486;12,75;17,375;14,620495495495495
123;23;13;12;495;7,152777777777778;15,173913043478262;21,53846153846154;14,621717453239194
123;12;12;3;486;10,680851063829786;13,821428571428571;19,363636363636363;14,621971999631574
2;123;12;123;486;8,389705882352942;12,146341463414634;23,333333333333332;14,623126893033637
2;123;13;13;489;8,284722222222221;15,586206896551724;20;14,623643039591315
13;123;12;23;487;8,223776223776223;15,4;20,25;14,624592074592075
123;123;23;2;487;9,733812949640289;13,03125;21,11111111111111;14,6253913535838
3;123;123;12;492;10,985507246376812;17,647058823529413;15,25;14,627522023302076
12;3;13;2;486;11,565517241379311;18,75;13,571428571428571;14,628981937602626
2;123;123;12;486;8,901408450704226;10,15625;24,833333333333332;14,630330594679185
123;23;13;23;486;14,028776978417266;14,064516129032258;15,8;14,631097702483174
2;123;13;23;485;15,520833333333334;12,5;15,875;14,631944444444445
12;123;23;23;486;13,397163120567376;9,666666666666666;20,833333333333332;14,63238770685579
123;123;23;2;496;13,609929078014185;11,787878787878787;18,5;14,632602621964324
3;2;13;123;486;15,793103448275861;10,833333333333334;17,272727272727273;14,633054684778822
23;2;12;123;487;14,360902255639099;12,36111111111111;17,181818181818183;14,634610516189463
12;13;3;23;485;11,54109589041096;14,115384615384615;18,25;14,635493501931856
12;23;1;23;489;14,82394366197183;10,225806451612904;18,857142857142858;14,635630990242532
123;12;1;23;487;6,5;13,576923076923077;23,833333333333332;14,636752136752136
1;123;12;23;487;6,339869281045751;12,904761904761905;24,666666666666668;14,637099284158106
1;23;1;123;491;5,47741935483871;16,434782608695652;22;14,637400654511453
12;123;13;1;487;7,821428571428571;14,21875;21,875;14,638392857142856
123;12;3;123;485;8,13888888888889;15,666666666666666;20,11111111111111;14,638888888888891
23;12;12;123;491;7,3426573426573425;11,741935483870968;24,833333333333332;14,639308719953881
23;13;1;23;485;11,820689655172414;12,931034482758621;19,166666666666668;14,639463601532569
123;12;3;1;485;10,34965034965035;16,96875;16,6;14,639466783216784
1;23;12;123;485;6,45945945945946;16,25925925925926;21,2;14,639572906239573
123;3;123;1;494;11,072992700729927;21,13888888888889;11,714285714285714;14,642055767968175
12;23;3;1;487;15,355263157894736;14,285714285714286;14,285714285714286;14,642230576441102
1;12;13;23;496;6,141891891891892;12,535714285714286;25,25;14,642535392535393
23;1;1;123;486;6,271428571428571;13,90625;23,75;14,642559523809524
123;23;1;12;486;7,020408163265306;13,407407407407407;23,5;14,642605190224238
1;13;23;123;487;7,743055555555555;15,64;20,545454545454547;14,642836700336701
23;12;23;12;487;16,06206896551724;10,666666666666666;17,2;14,642911877394633
123;13;123;3;495;11,087248322147651;14,592592592592593;18,25;14,643280304913416
123;23;123;13;486;8,356643356643357;14,464285714285714;21,11111111111111;14,644013394013394
13;3;123;12;486;7,564935064935065;18,36842105263158;18;14,644452039188883
13;12;123;123;486;7,351351351351352;14,833333333333334;21,75;14,644894894894895
13;12;123;12;494;8,442857142857143;12,161290322580646;23,333333333333332;14,645826932923706
12;23;13;123;485;8,392857142857142;14,121212121212121;21,428571428571427;14,647546897546897
12;23;123;23;487;15,777777777777779;11,75;16,416666666666668;14,648148148148147
123;1;13;23;488;6,245283018867925;15,2;22,5;14,648427672955975
3;13;23;12;487;17,647435897435898;12,3;14;14,649145299145298
123;12;12;123;487;7,333333333333333;11,615384615384615;25;14,649572649572649
23;123;2;1;485;13,794326241134751;9,266666666666667;20,88888888888889;14,649960598896769
12;1;123;23;488;5,712328767123288;12,666666666666666;25,571428571428573;14,65014133507284
1;23;12;13;486;8,147058823529411;12,205882352941176;23,6;14,650980392156862
3;12;123;12;487;12,225352112676056;17,428571428571427;14,3;14,651307847082494
23;23;123;12;487;16,592105263157894;8,363636363636363;19;14,651913875598085
23;13;12;123;487;6,559440559440559;12,307692307692308;25,09090909090909;14,652680652680653
13;1;23;12;487;6,619047619047619;16,84;20,5;14,653015873015873
23;123;1;13;486;8,07857142857143;15,382352941176471;20,5;14,653641456582633
123;23;13;3;485;17,5625;13,827586206896552;12,571428571428571;14,653838259441708
13;12;12;3;492;9,92517006802721;18,03846153846154;16;14,654543868829583
13;3;12;12;487;9,364864864864865;12,76923076923077;21,833333333333332;14,655809655809657
123;123;3;123;489;7,421768707482993;14,047619047619047;22,5;14,656462585034014
13;123;12;23;504;6,285714285714286;13,485714285714286;24,2;14,657142857142858
123;123;3;123;485;11,593103448275862;18,68;13,7;14,657701149425288
123;123;12;12;495;8,631205673758865;10,96774193548387;24,375;14,657982536414245
13;12;23;23;487;12,277777777777779;11,071428571428571;20,625;14,658068783068783
123;3;13;2;487;12,275862068965518;16,9;14,8;14,658620689655171
23;123;1;2;486;16,18881118881119;10,290322580645162;17,5;14,659711256485451
2;12;13;23;493;14,72027972027972;13,0625;16,2;14,660926573426574
12;123;123;12;493;5,513888888888889;11,2;27,272727272727273;14,662205387205388
123;123;13;2;487;8,401360544217686;11,586206896551724;24;14,66252248025647
123;13;13;23;487;7,774834437086093;14,5;21,714285714285715;14,663040050457269
23;3;1;12;485;13,083333333333334;13,65625;17,25;14,663194444444445
23;13;123;13;485;7,315436241610739;15,304347826086957;21,375;14,664928022565897
23;3;12;13;485;16,187919463087248;11,434782608695652;16,375;14,665900690594299
12;3;12;23;487;10,489795918367347;13,758620689655173;19,75;14,666138869340841
1;123;13;123;485;6,755102040816326;17,043478260869566;20,2;14,666193433895296
123;2;13;23;485;11,678321678321678;10,925925925925926;21,4;14,668082534749201
13;12;123;3;491;10,13013698630137;17,375;16,5;14,66837899543379
23;13;12;23;487;14,23448275862069;11,4375;18,333333333333332;14,668438697318008
12;123;1;13;507;6,934782608695652;13,515151515151516;23,555555555555557;14,668496559800909
123;123;12;13;488;7,304054054054054;15,909090909090908;20,8;14,671048321048323
2;123;13;1;486;10,061643835616438;11,576923076923077;22,375;14,671188970846506
123;12;2;23;487;12,80794701986755;11,333333333333334;19,875;14,672093451066962
23;123;2;1;487;18,083333333333332;10,433333333333334;15,5;14,672222222222222
