actionAcceptedList0;actionAcceptedList1;actionAcceptedList2;actionAcceptedList3;[step];averageWaitingAction1;averageWaitingAction2;averageWaitingAction3;totalwaitingtime
12;13;23;13;496;7,496598639455782;19,96153846153846;14,285714285714286;13,914617128902842
23;12;13;13;487;7,1866666666666665;13,96;20,6;13,915555555555557
12;123;23;123;485;8,04516129032258;13,368421052631579;20,333333333333332;13,915638558762495
12;123;13;2;485;8,26027397260274;13,615384615384615;19,875;13,916886195995785
13;12;12;3;487;7,8389261744966445;18,08;15,833333333333334;13,917419835943326
123;2;123;1;486;8,472972972972974;14,115384615384615;19,166666666666668;13,918341418341418
1;123;23;123;485;6,114864864864865;11,307692307692308;24,333333333333332;13,918630168630168
2;13;1;123;486;7,3561643835616435;11,5;22,9;13,918721461187213
23;123;23;12;486;14,23972602739726;10,666666666666666;16,857142857142858;13,92117851706893
123;23;123;3;507;15,81578947368421;11,347826086956522;14,6;13,921205186880243
23;123;123;12;492;10,431654676258994;12,03225806451613;19,3;13,921304246925041
23;123;123;23;491;15,335526315789474;12;14,428571428571429;13,921365914786968
1;2;23;13;485;7,550387596899225;12,547619047619047;21,666666666666668;13,921557770394978
123;123;13;2;490;7,802816901408451;16,363636363636363;17,6;13,922151088348272
13;12;3;123;491;8,725352112676056;17,375;15,666666666666666;13,92233959311424
3;12;12;23;487;15,17687074829932;12,392857142857142;14,2;13,923242630385488
123;1;123;123;485;6,261744966442953;11,25925925925926;24,25;13,92366807523407
12;123;23;1;486;9,701492537313433;13,071428571428571;19;13,924307036247335
23;123;3;1;487;11,950704225352112;12,65625;17,166666666666668;13,924540297339595
123;1;23;13;485;5,675324675324675;13;23,1;13,925108225108225
13;2;123;23;494;10,538461538461538;11,862068965517242;19,375;13,925176834659593
12;13;123;3;486;9,524137931034483;16,586206896551722;15,666666666666666;13,925670498084289
12;1;123;13;486;5,3881578947368425;12,391304347826088;24;13,926487414187642
3;12;123;13;488;7,583892617449664;13,695652173913043;20,5;13,926514930454237
12;23;23;13;489;14,821428571428571;10,794117647058824;16,166666666666668;13,927404295051355
13;12;2;23;486;18,761006289308177;10,625;12,4;13,928668763102726
123;2;123;12;486;8,202797202797203;12,1875;21,4;13,930099067599068
123;2;3;12;485;11,885906040268456;12,24;17,666666666666668;13,930857568978373
13;2;1;23;487;12,287581699346406;9,65;19,857142857142858;13,931574852163088
12;23;13;3;487;15,84967320261438;13,695652173913043;12,25;13,93177512550914
123;12;13;1;486;6,465753424657534;15,833333333333334;19,5;13,933028919330289
13;12;1;23;487;5,839160839160839;17,586206896551722;18,375;13,933455911904188
13;23;23;1;486;10,408450704225352;11,147058823529411;20,25;13,935169842584921
123;23;1;3;487;11,795918367346939;15,76;14,25;13,93530612244898
1;12;123;23;487;5,939597315436242;11,866666666666667;24;13,935421327367635
2;123;123;1;487;7,164285714285715;11,64864864864865;23;13,937644787644787
23;2;13;1;487;15,751633986928105;9,863636363636363;16,2;13,938423450188155
13;1;123;23;486;6,375838926174497;14,583333333333334;20,857142857142858;13,938771705550229
123;23;12;1;487;6,482993197278912;13,76923076923077;21,571428571428573;13,941217512646086
23;12;12;123;487;6,706293706293707;12,518518518518519;22,6;13,941604074937409
23;123;1;1;487;7,122448979591836;12,703703703703704;22;13,942050894431846
13;2;123;2;487;13,683098591549296;11,545454545454545;16,6;13,942851045667949
123;1;123;123;487;7,615384615384615;15,307692307692308;18,90909090909091;13,944055944055945
123;3;1;123;485;9,288732394366198;16,794117647058822;15,75;13,944283347141672
123;13;12;3;487;9,277777777777779;15,222222222222221;17,333333333333332;13,944444444444443
23;1;13;123;485;6,268965517241379;17,814814814814813;17,75;13,94459344401873
23;13;123;23;485;14,56953642384106;9,409090909090908;17,857142857142858;13,945256730024942
3;12;1;123;500;8,271428571428572;14,866666666666667;18,7;13,946031746031744
123;1;123;12;485;6,784722222222222;11,258064516129032;23,8;13,947595579450416
123;12;123;23;485;5,834482758620689;11,26086956521739;24,75;13,948450774612693
123;1;123;3;486;9,73469387755102;15,862068965517242;16,25;13,948920947689421
23;12;13;3;485;20,03448275862069;13,8125;8;13,948994252873563
13;12;123;3;488;8,97163120567376;14,433333333333334;18,444444444444443;13,949802994483846
12;3;13;12;487;9,230263157894736;17,842105263157894;14,777777777777779;13,95004873294347
1;123;13;2;485;7,589403973509934;12,26086956521739;22;13,950091179575773
13;123;1;23;485;6,456521739130435;17,393939393939394;18;13,950153711023276
12;123;23;123;485;6,782312925170068;12,2;22,875;13,952437641723355
23;23;1;13;487;15,125;9,733333333333333;17;13,952777777777778
123;13;23;23;486;13,217391304347826;12,5;16,142857142857142;13,953416149068323
13;123;1;123;487;6,748201438848921;17,363636363636363;17,75;13,95394593416176
23;23;12;13;485;16,53103448275862;9,533333333333333;15,8;13,954789272030652
13;123;123;3;486;9,420689655172414;16,444444444444443;16;13,955044699872284
23;13;3;12;485;14,609929078014185;15,257142857142858;12;13,955690645052348
13;123;123;1;485;5,860927152317881;16,208333333333332;19,8;13,956420161883736
123;23;23;1;486;10,754966887417218;10,115384615384615;21;13,956783834267277
23;123;13;13;487;6,264900662251655;11,11111111111111;24,5;13,95867059112092
1;13;12;123;496;7,25;14,461538461538462;20,166666666666668;13,959401709401709
23;23;123;13;485;13,551020408163266;9,08;19,25;13,960340136054421
13;2;13;12;487;10,866197183098592;11,26923076923077;19,75;13,961809317443121
123;12;23;13;486;9,321428571428571;11,655172413793103;20,90909090909091;13,961897298104196
23;13;12;123;485;9,047297297297296;13,846153846153847;19;13,964483714483714
23;23;1;12;496;15,377622377622378;10,233333333333333;16,285714285714285;13,965556665556667
123;13;23;13;487;8,282894736842104;15,217391304347826;18,4;13,966762013729976
23;123;13;2;486;12,711409395973154;11,857142857142858;17,333333333333332;13,967295195483112
1;23;123;23;485;10,802631578947368;12,35;18,75;13,96754385964912
1;12;23;123;487;8,135714285714286;13,548387096774194;20,22222222222222;13,968774534903567
13;12;23;123;487;7,160839160839161;13,75;21;13,97027972027972
12;1;123;13;487;5,875862068965517;10,035714285714286;26;13,970525451559935
123;12;12;3;486;10,55072463768116;14,527777777777779;16,833333333333332;13,97061191626409
123;12;13;123;486;7,840277777777778;12,407407407407407;21,666666666666668;13,97145061728395
123;12;23;23;487;13,37062937062937;9,34375;19,2;13,97145979020979
23;123;123;13;487;7,6118421052631575;10,636363636363637;23,666666666666668;13,971624136097821
2;13;123;1;487;9,562091503267974;10,954545454545455;21,4;13,972212319271142
123;23;123;13;486;6,333333333333333;16,25;19,333333333333332;13,972222222222221
23;2;13;123;485;14,13103448275862;10,785714285714286;17;13,97224958949097
13;23;123;23;486;12,244755244755245;11,551724137931034;18,125;13,973826460895426
1;123;1;123;487;4,993464052287582;18,095238095238095;18,833333333333332;13,974011826953003
123;123;1;123;485;7,937931034482759;15,11111111111111;18,875;13,974680715197957
12;23;23;13;486;16,06122448979592;10,533333333333333;15,333333333333334;13,975963718820863
123;13;23;23;496;16,445205479452056;12,233333333333333;13,25;13,976179604261796
12;13;13;12;486;5,993197278911564;13,535714285714286;22,4;13,976303854875283
12;2;13;13;499;7,489655172413793;10,04;24,4;13,976551724137929
123;3;123;12;485;10,185430463576159;14,3;17,444444444444443;13,9766249693402
23;23;123;123;487;17,363636363636363;8,318181818181818;16,25;13,977272727272727
2;13;12;13;491;11,026845637583893;9,782608695652174;21,125;13,978151444412022
13;13;123;2;486;7,043795620437956;14,891891891891891;20;13,97856250410995
123;13;2;23;485;15,476510067114093;11,08695652173913;15,375;13,979488862951074
23;123;12;1;485;7,744827586206896;13,695652173913043;20,5;13,98015992003998
12;123;3;13;485;8,406451612903226;18,285714285714285;15,25;13,980721966205836
13;23;12;13;486;6,971830985915493;17,862068965517242;17,11111111111111;13,981670354181281
1;13;123;123;486;6,468531468531468;18,147058823529413;17,333333333333332;13,982974541798072
23;23;13;1;485;10,712230215827338;11,90625;19,333333333333332;13,983937849720226
23;2;13;13;487;18,095890410958905;7,857142857142857;16;13,984344422700588
123;13;2;13;487;8,95945945945946;14,28;18,714285714285715;13,984581724581725
13;123;1;12;487;5,842465753424658;11,866666666666667;24,25;13,986377473363774
13;12;23;123;487;8,2;13,16;20,6;13,986666666666666
123;12;12;13;487;6,368055555555555;12,37037037037037;23,22222222222222;13,986882716049381
1;123;123;2;487;6,610738255033557;11,851851851851851;23,5;13,987530035628469
23;1;123;123;486;6,917808219178082;15,923076923076923;19,125;13,988628380751669
123;23;23;123;487;13,933333333333334;9,04;19;13,99111111111111
1;2;23;123;485;13,986486486486486;11,153846153846153;16,833333333333332;13,991221991221991
12;23;123;12;487;5,954248366013072;9,894736842105264;26,125;13,991328402706111
123;123;12;3;492;12,26923076923077;14,277777777777779;15,428571428571429;13,991859991859991
13;12;3;12;485;8,297872340425531;15,806451612903226;17,875;13,99310798444292
1;23;123;3;492;18,64968152866242;13,333333333333334;10;13,994338287331919
13;13;12;23;490;7,938775510204081;12,92;21,125;13,994591836734694
13;13;2;12;487;7,152777777777778;16,833333333333332;18;13,995370370370372
23;13;13;12;487;8,626666666666667;11,217391304347826;22,142857142857142;13,995638371290545
13;1;23;12;486;7,264285714285714;17,151515151515152;17,571428571428573;13,995743145743148
13;23;12;12;506;7,664285714285715;16,823529411764707;17,5;13,995938375350141
13;1;12;123;488;5,58;14,695652173913043;21,714285714285715;13,99664596273292
13;12;1;123;485;6,992753623188406;13,857142857142858;21,142857142857142;13,997584541062801
1;13;123;2;486;8,493421052631579;17,25;16,25;13,997807017543858
13;23;123;123;487;7,276595744680851;12,96774193548387;21,75;13,998112560054906
13;23;123;13;485;6,97945205479452;20,444444444444443;14,571428571428571;13,998441690222512
23;3;123;13;485;14,613333333333333;10,384615384615385;17;13,999316239316238
2;13;23;1;490;11,691275167785236;10,307692307692308;20;13,99965582515918
23;1;123;12;485;8,05921052631579;12,052631578947368;21,88888888888889;14,00024366471735
23;12;123;1;487;6,889655172413793;13,11111111111111;22;14,000255427841635
23;12;1;3;494;15,186206896551724;10,814814814814815;16;14,000340570455514
123;13;1;23;485;6,482014388489208;15,685714285714285;19,833333333333332;14,000354002512276
1;1;23;123;487;5,489510489510489;15,516129032258064;21;14,001879840589519
123;1;3;12;487;10,33108108108108;19,344827586206897;12,333333333333334;14,003080666873771
2;12;13;123;491;8,313868613138686;11,96875;21,727272727272727;14,003297113470472
23;123;2;13;486;15,610738255033556;10,071428571428571;16,333333333333332;14,005166719931822
12;1;3;123;487;7,206666666666667;12,142857142857142;22,666666666666668;14,005396825396824
123;13;1;2;486;6,489510489510489;14,193548387096774;21,333333333333332;14,005464069980198
3;123;2;123;491;15,72108843537415;13,62962962962963;12,666666666666666;14,005794910556816
13;123;123;123;493;6,448529411764706;14,5;21,071428571428573;14,006652661064427
13;12;123;3;486;9,927152317880795;14,095238095238095;18;14,00746347103963
123;12;12;123;485;6,73943661971831;11,285714285714286;24;14,008383635144199
12;13;2;13;487;9,154929577464788;14,272727272727273;18,6;14,00921895006402
123;23;12;13;486;7,02013422818792;11,80952380952381;23,2;14,009886012570576
23;3;12;1;485;16,780645161290323;13;12,25;14,01021505376344
23;13;1;23;485;15,691275167785236;10,344827586206897;16;14,01203425133071
3;13;23;12;486;13,651006711409396;11,72;16,666666666666668;14,012557792692022
123;13;123;12;486;7,482993197278912;14,357142857142858;20,2;14,013378684807256
1;13;2;123;494;7,486486486486487;15,454545454545455;19,1;14,013677313677315
12;1;3;123;487;7,524475524475524;11,517241379310345;23;14,01390563459529
13;1;23;12;486;5,738562091503268;10,304347826086957;26;14,014303305863407
12;2;23;13;490;16,408163265306122;13,416666666666666;12,222222222222221;14,015684051398337
13;12;12;3;485;9,428571428571429;16,821428571428573;15,8;14,016666666666666
2;123;23;1;487;10,439716312056738;12,310344827586206;19,3;14,01668704654765
2;123;123;123;486;8,431372549019608;11,285714285714286;22,333333333333332;14,016806722689076
2;123;3;123;487;16,344155844155843;11,8;13,909090909090908;14,017748917748918
23;23;12;123;486;12,572413793103449;11,483870967741936;18;14,018761586948463
123;13;123;12;487;7,088888888888889;13,68421052631579;21,285714285714285;14,019604566972987
123;1;12;13;486;6,652777777777778;14,806451612903226;20,6;14,019743130227
12;23;23;12;499;11,767605633802816;10,166666666666666;20,125;14,019757433489827
123;1;12;123;485;6,4391891891891895;12,48;23,142857142857142;14,020682110682111
13;23;2;13;487;13,019607843137255;9,9;19,142857142857142;14,020821661998133
23;123;123;123;488;9,95890410958904;11,952380952380953;20,153846153846153;14,021710405272048
1;2;123;13;491;8,212765957446809;14,28125;19,571428571428573;14,021814842958461
3;13;12;123;485;9,166666666666666;15,6;17,3;14,02222222222222
123;2;23;1;495;11,666666666666666;14,4;16;14,02222222222222
123;123;2;12;496;10,104166666666666;10,518518518518519;21,444444444444443;14,022376543209875
13;23;13;2;487;12,092857142857143;13,419354838709678;16,555555555555557;14,022589179040793
13;123;12;1;494;6,06993006993007;14;22;14,023310023310023
3;123;13;123;486;11,582191780821917;15,821428571428571;14,666666666666666;14,023429006305719
3;13;123;123;486;8,960264900662251;14,210526315789474;18,9;14,023597072150574
123;12;13;3;486;7,794520547945205;13,28;21;14,024840182648402
123;123;13;2;486;7,337662337662338;11,142857142857142;23,6;14,026839826839828
23;13;123;13;487;7,581081081081081;14;20,5;14,027027027027026
1;23;13;2;486;10,79861111111111;10,56;20,727272727272727;14,028627946127946
2;3;123;123;486;16,865384615384617;10,421052631578947;14,8;14,028812415654523
123;123;12;12;487;5,829787234042553;12,424242424242424;23,833333333333332;14,029120997206102
1;2;123;13;487;6,897435897435898;12,523809523809524;22,666666666666668;14,02930402930403
23;23;123;1;488;11;11,962962962962964;19,125;14,029320987654321
123;3;13;23;485;15,212903225806452;12,380952380952381;14,5;14,031285202252946
3;123;12;2;487;15,034965034965035;16,633333333333333;10,428571428571429;14,032289932289933
12;2;123;123;486;8,125874125874127;10,806451612903226;23,166666666666668;14,03299746848134
2;123;12;123;494;8,048951048951048;10,766666666666667;23,285714285714285;14,033777333777332
23;23;13;1;493;14,197368421052632;11,304347826086957;16,6;14,033905415713198
123;12;3;123;487;8,47517730496454;11,34375;22,285714285714285;14,034880530226275
13;123;13;123;485;5,824324324324325;12,481481481481481;23,8;14,035268601935266
12;23;123;3;491;16,427586206896553;14,107142857142858;11,571428571428571;14,035385878489327
123;2;1;13;486;6,952702702702703;15,043478260869565;20,11111111111111;14,03576402489446
2;13;123;13;485;9,960526315789474;16,347826086956523;15,8;14,036117467581997
13;1;23;123;487;6,104895104895105;14,892857142857142;21,11111111111111;14,036287786287787
13;12;12;23;486;7,337748344370861;18,636363636363637;16,142857142857142;14,038989707863882
13;12;2;3;488;14,443708609271523;11,875;15,8;14,03956953642384
13;123;1;12;485;5,060402684563758;13,392857142857142;23,666666666666668;14,039975498029188
12;23;1;23;486;13,794701986754967;10,826086956521738;17,5;14,040262981092235
123;2;123;13;487;8,213333333333333;15,409090909090908;18,5;14,040808080808082
13;13;2;23;487;13,776315789473685;12,181818181818182;16,166666666666668;14,041600212652844
123;12;13;1;485;6,315789473684211;13,952380952380953;21,857142857142858;14,041771094402671
12;123;13;13;487;5,490066225165563;13,636363636363637;23;14,042143287176401
13;23;123;13;485;6,205479452054795;16,925925925925927;19;14,043801792660242
1;123;1;23;487;7,882352941176471;11,583333333333334;22,666666666666668;14,044117647058826
23;2;123;1;493;17,28187919463087;9,708333333333334;15,142857142857142;14,044356556940448
12;12;3;13;486;8,1875;16,821428571428573;17,125;14,044642857142856
123;23;123;1;486;7,157534246575342;13,64516129032258;21,333333333333332;14,045342956743752
23;13;123;123;485;10,077464788732394;10,558823529411764;21,5;14,045429439381387
123;123;3;12;485;10,641379310344828;13,5;18;14,04712643678161
